text,gender,comments,likes,time
但凡东方甄选的小编听了这话，俞总的股票都不带跌得,1,0,0,2023-12-14 20:16
有些回答，从反对程度上来说，好像很明白舔是怎么回事。从反对理由来看，好像一辈子没舔过谁一样。,1,0,0,2023-12-14 19:28
随口说说“文科生服务业就是舔客户”这个观点。我作为文科生丝毫没有被冒犯，但认真讲我也很讨厌“服务业就要舔客户”这个观点。我就在服务业，不舔客户不舔领导。我们职场上有一种非常烂的风气：下位者就要舔上位者，就要曲意逢迎。我觉得很多人理解的职场，和职场应该的样子都完全背离。这不是反驳张雪峰老师，我很尊重他，他说了一种社会现实。而这个社会现实不怎么样，以及也不完全是现实。我们来上班，不是给谁提供情绪价值的。我们是来合作，给彼此创造价值的。是一起合作挣钱的。我们是相互利用对方的专业能力，各尽所长，一起达到彼此的目的。你来选择我的服务，不是什么恩惠，而是我的专业能力能让你过得更好，或者能让你更有钱。你为什么要跟过得好/钱过不去。只要我能保证，你跟我合作有利可图，我就不怕你不跟我合作。我之前就发过截图，甲方有领导想让我同事无脑加班，被我怼了。上周我催款，甲方不理。我发了律师函，甲方拒收快递。我直接在群里指出：拒收快递在法律上没有任何意义，我们发函只是通知你该给钱了，你收不收我们都可以进入法律流程。你应该给我们付款，这不是我们求你办事，而是你要尽的法律义务。到时候请你们积极应诉积极举证。甲方领导也只能松口说尽快支付。舔有什么用？能把钱要回来？我对上级也是一样。之前我前前上级看我玩微博不爽，希望我把全部精力放在工作上。我说：那你怎么有小孩呢？小孩和微博谁占用精力？我每年给公司交业绩，这是我在公司安身立命之本，交不上公司自然把我裁了。你总不至于跟钱过不去吧？接广告也是，也碰到甲方找我，硬要改我的稿子。还有的甲方压我的价格。我看了看：我不接了，咱们下次再合作。有的甲方再也没合作。也有的还会找回来。我只要能帮他们赚钱，他们为什么不回来。如果我不能帮忙赚，态度好有用吗？有那时间我不如琢磨怎么提升广告文案。我之前表达过类似观点，评论区有认为我何不食肉糜，大意是：汪老师你是专业人士，你有专业能力，你当然敢，普通人这么干不怕丢工作？其实不是，任何人都有不够专业的时候，所谓专业不专业，都是看对比的。我是职场新人的时候，我不够专业，那时候我的职责也轻。当我工作能力提升了，会升职，升职后，我面对的行业前辈和客户层级也变高了，他们又比我专业了或者要求更高了。我的广告能力提高了，我就会提高报价，到时候甲方又到了担心这个报价投放划算不划算的时候了。我总会碰到话语权比我大的人，到达一个“没那么专业”“能力不太够”“报价可能不值得”的层级。那难道我要一直跪舔？我能理解很多人觉得进社会就要跪舔。其实跪舔是最容易的路，谁不会呢，毫无门槛的东西。反而提高自己创造价值的能力，这个难。得做难而正确的事。再退一步，就算真的是最新的新人、最服务的服务业，当一个人说不的时候，这个不字儿，也让人高大。我刚入行的时候，在甲方待过一年半。那时候二十出头，领导还拉我去商k给他挡酒。就是那种典型油腻酒局，中年领导还有靓妹陪酒什么的。我印象深刻的是有次有位公主，就是端酒点歌的服务员，一个小女生。有个大叔喝多了，亲了她一口。她立刻在房间里发飙，直接说出不满。说我只是个服务员不干这个。立刻别的大叔只能道歉，她说替他道歉不行，得本人道歉。最后本人也道了歉。当时我觉得她挺厉害的。这不就是最服务业的服务业。也可以不要惯着谁。我就是帮你们端个酒点个歌，我是在节省你们的体力，帮你们创造价值。不代表我还要被骚扰。那些觉得新人就要跪舔就要给上司客户提供情绪价值的人，他们当了领导又会怎么对待自己的下属，他们去了服务场所又会怎么对待服务人员？这不容易。但是人生本来也不容易。而且迅速滑跪只会更加不容易。,1,23,129,2023-12-14 18:33
众所周知世界上只有一个冲国,1,0,0,2023-12-14 17:24
哗众取宠罢了。张雪峰是吃咨询这碗饭的，热度越高肯定对自己越有利，语不惊人死不休是提高热度的一种方法，没必要过多解读。从好的方面来说，他的本意是对很多行业怯魅，这是很正确的，我们每个人都要对各种事物怯魅，才能发现其本质，有助于我们正确认识事物、评估事物价值，这很好。“服务业都是舔”是他从最能跳动网友情绪的角度出发所说的，这句话和“人类天天吃死尸（猪肉）”、“人类天天吃胎儿（玉米粒）”、“人类天天烧尸体（煤炭石油 远古动物尸体演化）”没有什么区别。所有第三产业都是服务业，除了农林牧渔、进厂打工都是，这么说岂不是人人都在舔？对事物要有自己的看法。,0,0,0,2023-12-14 16:22
“考研名师”张雪峰，又双叒叕上热搜了！作为一个经常出现在热搜中的“话题大王”，张雪峰似乎已经掌握了道歉的流量密码。例如，他的公司计划今年春节给员工放18天假，主要是为了错峰出行，引得打工人羡慕不已。更令人羡慕的是，张雪峰进一步补充：“这项福利仅为其中一部分，我们公司还提供寒暑假期间的福利。” 据该公司的招聘文案所示，该公司每年提供80天的带薪假期。这项福利又让那些经常加班不放假的公司老板恨得咬牙切齿。 在前两天，因为“张雪峰称文科属于服务业”的言论，张雪峰再次成为热搜榜首。 导致此事的原因是一位连麦的妈妈在直播间中表示，她家的孩子选择文科可以进入更高档次的学校，但是孩子的数学成绩也很好，选择文科可能会浪费他的数理能力。因此，她感到很纠结，想让张雪峰给点建议。张雪峰直截了当地询问，您是更看重院校的档次，还是就业行业的档次？文科都是服务业，什么是服务业？总结成一个字就是“舔”，就是“爷我给你笑一个”。此番言论一出，引发网友争议，但支持他的声音也不少。有认可张雪峰的网友表示：张雪峰实话实说，用词虽然不雅，但比虚假和浮夸干净多了。也有网友认为：上班就是舔，年轻人在职场左右逢源……还有网友表示：说句不好听的都是服务人员，其实服务工作不分文理科……也有网友表示：自己的专业被他说中了，法学就是服务当事人或群众的。也有网友不认同张雪峰的观点，表示：文科虽然就业不好，但不应该受到鄙视……随后，直播片段发酵上了热搜，张雪峰在微博道歉，回应表示自己又说错话了。 表示自己也在“舔”，没有什么所谓的不好。随后，他在直播间也道了歉，向镜头竖起大拇指，表情中带有些不情愿，声称：“服务业最高级了”。 这下直接推翻之前的言论，用哄小孩的架势声称“都是别人舔我们，好不好，我们服务业就是最高端的”。尽管他的言辞带有明显的阴阳之气，但似乎并没有引起集体谴责的迹象。相关视频和帖子的高赞评论几乎都是支持的声音，认为他的话虽然直白，但并没有说错事实，没有必要过于敏感。 尽管张雪峰的言论看似针对文科生，但评论区中经常出现“最赞成张雪峰的反而是文科生”这样的评论。有些人试图为文科生辩护，认为这种言论是纯粹的偏见。然而，文科生们却急于将自己归入服务业，导致评论区变成了一个大型的诉苦现场。尽管他们已经被毒打得不堪重负，但他们却感到了一丝被理解的安慰。为了让投资人满意，我们需要讲述一些他们愿意听的故事，并尽可能地满足甲方的需求。 在职场中，成功与否往往取决于个人的技能、人脉、情商、行业经验、沟通能力、社交技巧等方面的综合表现。只有少数人能够通过激烈竞争获得“高阶职场”的入场券。即使是理工科的人，也会感到压力重重，因为他们也需要在工作中不断地展示自己的能力和价值。因此，那种认为只有文科人才需要“舔”老板的想法，实际上是一种误解。在职场中，每个人都需要不断地努力和进步，才能取得成功。 许多理工科出身的人也需要与客户对接，因此不得不将作为服务方的自我意识转化为提升技能的必要手段。 张雪峰说自己每次上热搜，都是“被动”。他每天直播数小时，说了很多话，但自媒体经常会截取某一句话，单独报道，这些断章取义的片段有些甚至是半年前的，他不知道他们是如何找到的。回头看这次引起争议的直播，我们可以看到，在完整的对话片段中，有很多话比“文科都是服务业”更加刺耳。他向一位家长列举了几个文科就业方向，并按资源需求的程度进行了排序：“金融行业越往上走，越需要资源，资源占比80%，个人努力只占20%；法学行业，个人靠努力争取案源的比例会更高，是一半一半；财会行业，对于资源的利用比例最低，80%的成功靠的是卷、熬夜、出差和担责……” 不得不说，这些行业的内部规则和运作方式各不相同，但都需要个人不断地努力和提升自己的能力。就拿金融保险行业来说，员工靠个人努力能做的很有限，四处跑断腿拉客户，不如人家手里有资源的。不过现下金融保险行业员工正好有一个凭努力可以冲年底业绩的机会，那就是搞年度账单活动，这类定制化的内容，可以提升用户活跃度，配后转化活动，将福利匹配给高价值用户，提高转化率，从而达到降本增效的目的。对于大公司而言，开发年度账单是一项容易的任务。然而，对于中小型金融保险企业而言，这项任务却十分困难，因为它们缺乏研发资源，同时也难以确保数据的准确性和安全性。如果这些企业能够接入易企秀内容中台，就可以打通自有平台的用户数据体系，给每个客户生成千人千面的年度账单，年底抓一波流量，冲刺业绩。除了年度账单外，还有很多应用场景，比如周报、月报、季报等等，直接把相应的数据动态填充进去，生成各自不同的H5页面，方便后期运营，一举多得。还比如基金公司制作各个基金介绍页面，都是动态填充数据，快速生成基金营销页面。动态内容能力，还可以用于客户日常运营，实现自动化运营，比如给客户的用户发送各种h5聚合消息，通知，祝福等，是客户私域活跃运营的内容工具。点击文章底部【阅读原文】下载《金融保险行业自营销解决方案》！在交付方式上，客户还可以选择会员订阅、API接入和私有化部署方式，可以根据客户需求灵活安排。添加好友    即可预约项目顾问在线演示易企秀内容中台2.0和如何制作年度账单,-1,0,0,2023-12-14 15:52
根据《国民经济行业分类》，这个说法没有任何错误。,1,3,34,2023-12-14 15:28
个人认为张雪峰说的没错啊。张雪峰是个实用主义者，实用主义不仅对个人发展适用，实用主义对国家和个人的适用也是统一的，学习实用的学科实现自我价值，同时个人价值实现也融入了国家的发展大局，这有什么错？你没错！1、文科是服务业，这话有什么错？我就是文科，汉语言文学，我不觉得说文科是服务业有啥错啊，广义上讲，各行各业谁不是为人民服务？个别媒体和媒体人听了这话跟张雪峰尿他家锅里似的，服务业不等同于服务员，服务业的范围很广，你媒体和媒体人不也是通过新闻报道为人民群众提供新闻信息服务吗？2、个别媒体和媒体人就是这尿性，人民群众支持谁、喜欢谁，他就想弄死谁，各种扣帽子，各种“可以休矣”，群众的眼睛是雪亮的，张雪峰的群众基础很好的，你不喜欢张雪峰，你还能挡着群众不让群众喜欢？反倒是一些总和人民群众唱反调、把群众往阴沟里带的公知，常常是媒体大书特书的，这难道不反常吗？3、延伸一下。有这么一个问题，个人也有过不少思考，就是为啥很多媒体、媒体人总爱跟群众唱反调？为什么这些媒体传递传播的价值观脱离群众，且看不到文学里的人民性？一方面，现在的媒体，在自媒体的冲击下、在人们的信息获取渠道不断被拓宽的格局下、在媒体人供给模式的调整下，生存真的很困难，需要语不惊人死不休换取关注和流量；另一方面，现在的媒体，已经高度市场化了，很多接受西方新闻观新闻教材的专业媒体人在市场化的浪潮中已经迷失了，他们早把马克思主义新闻观抛之脑后了；第三个方面，一些媒体的重要岗位上，其实是一些屁股坐歪了的反贼在把持，反贼做新闻，能有人民性吗？4、要想改变当前的媒体状况，把宣传工具牢牢掌控在人民群众手中，就应该对当今的媒体从业人员加强马克思主义新闻观的学习培训，改良和修正当年从西方拿来的新闻学教材，否则大学的新闻系培养出来的“人才”再多，也只是一个个满脑子布尔乔亚新闻观的思想打手；5、这次下场暴揍张雪峰的几个霉体，各种扣帽子，各种杞人忧天，各种不得了了，一副和张雪峰不共戴天的架势，个个摩拳擦掌，吃香真是难看，可是你们有没有研究过、调查过张雪峰为啥被广大群众所喜爱呢？你们真的了解张雪峰为啥有这么好的群众基础吗？,-1,0,0,2023-12-14 15:09
法学是文科，学法律做律师，是典型的服务行业。学法律做法官、检察官，也算半个服务行业，服务老百姓嘛。律师在执业过程中，舔不舔客户？取决于客户对于律师尊严的践踏程度以及律师对金钱数额的渴望程度。轻微蹂躏+给的钱多，当然舔了，谁还会跟钱过不去？轻微蹂躏+给的钱少，大概率不舔，有这个功夫舔你不留着时间和精气神去舔给的多的？机会成本的概念，自己理解。严重蹂躏+给的钱多，大部分律师会舔，小部分律师傲气在身，坚决不像腐朽丑陋的金钱低头。严重蹂躏+给的钱少，怕不是受虐综合征，才会愿意伺候这种客户吧。法官和检察官，舔不舔老百姓，大概率是不会的，多少人家也是个官，除非真遇到了刺头中的刺头或者领导的亲戚，否则大概率是不会的。至于我自己做律师，舔不舔客户，说实话我是通常顺着客户说客户喜欢听的话，这是真的。但是该打压他们的时候，我也不藏着掖着。严格来说，不是那种随时伺候，小心翼翼的那种服务业。当然也是没遇到特别阔卓出手极其大方的金主，不然我可能也会体验一把小心翼翼伺候的感觉。还没遇到过，蛮期待的。,1,12,47,2023-12-14 14:45
我还以为大部分人都有我这个自觉明白自己是舔腚的（甭说不是，格局打开都是）合着还有这么多人以为不是,1,1,3,2023-12-14 14:34
自“不要考新闻传播学”事件至今，张雪峰老师一直比较慎重。努力给家长们提供建议的时候，非常注意自己的语言。近期还有不少正面新闻，比如对员工很好，放长假，发羽绒服……一个好老板的形象跃然网上。不过，张雪峰这两天好像又说错话了……他说：文科都是服务业。孩子你知道什么是服务业？服务业总结成一个字就是“舔”。甲方都是对的，你就是对的，你就是好的。爷，我给您笑一个。一番话招致不少争议。有人说张雪峰污名化文科，污名化服务业；有人说张雪峰也没说错啊，本来就是服务业，现实就是“舔”……今天，张雪峰出来回应：我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！?然后，张雪峰给自己留了个评论：做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后再选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。?说实话，无论文科还是理科，无论公家人还是普通老百姓，有多少不是做服务业的？老师们天天“服务”学生、家长，累得回家没时间照顾自己孩子；医生们天天“服务”患者，还冒着可能发生医患矛盾的风险；律师们天天“服务”甲方，就算不认同甲方做法，也得基于甲方立场熬夜准备材料；海底捞的员工天天跳科目三“服务”顾客，用生无可恋的表情跳着最潮的舞蹈；就连当了老板的张雪峰，也得在说错话的时候，给大家笑一个……服务业没什么不好。这个社会离不开服务业，每个人都在服务别人，也在接受别人的服务。张雪峰错在哪了呢？他错在把“文科”和“服务业”强关联在一起。这里有个逻辑问题：所有文科生都会从事服务业？理科生就不从事服务业了？如果张雪峰说话的时候注意到自己的逻辑问题，能比较客观讲清楚“服务业”的作用，估计不会引起这么大的争议。作为网红老师，张雪峰的言论具有一定的影响力。不过一大堆所谓的“学者”“专家”抨击张雪峰，过度解读这句话，是不是也不合适呢？在这个信息爆炸的时代，擦亮眼睛，保持思考的独立，也许更重要。,-1,0,0,2023-12-14 14:24
窃说出来就是偷，尿写下来就是溺。文科生有点文化加持就觉得做一件事的本质不一样了？我对张雪峰的话从来不以为然，看到他这段话也觉得讨厌，但我也想不出文科与服务业有什么不同。《国民经济行业分类》明确第三产业为服务业，就是非物质生产部门。目前文科生的培方向确实只能是服务业，北大哲学系毕业去养猪，算是进入第一产业了，算离开服务业。张雪峰说文科是服务业是基于国家准确的定义，没说这就是出售身心，卖己求财的专业，甚至没用那些露骨到我写下来就被封的词汇，说明他的言论还属于文人范畴。他用了“舔”这样市井流行的鄙俗字眼，没说昧着良心跪舔。说明他这次讲的不是新闻系之类的特殊专业，而是服务业“甲方是上帝”的普遍状态。“舔”是现代年轻人能接受的自嘲词，自嘲就可以，听别人说就难受，这也是文人的特征。其实，文科生就业后，谁不认为自己的工作在“舔”的状态？商业的“舔”算有尊严的，为了生活嘛，而且双方人格上是平等的。你到文化人聚集的部门看看那堆舔官的，依着层级低三下四、俯首低眉吹捧的状态，说“舔”很真实。话糙理不糙，把话讲俗了，甚至刺激点儿没什么不好。大环境文化水平就那么点儿，谆谆善诱不如五雷轰顶，分析半天专业前景和理想，那些在高中里刷题、刷抖音的孩子根本听不懂，能去刷抖音听张雪峰话的家长更听不懂。,1,0,4,2023-12-14 14:21
高雪峰老师说文科行业都是服务业，核心就一个字，“舔”。那律师属于服务业吗？对于律师来说，我的工作任务的确是为了服务我的当事人，为了让我的当事人利益最大化，甚至有的时候我还要去服务于检察官，服务于法官。相信很多同行也深有体会，但并不意味着我必须跪舔我的当事人。 舔这个字意味着顺从，但是律师的价值是要比当事人更知道在什么样的时间做什么样的事情，很多时候我们就是要站在冷静客观的角度去把控案件。告诉他每一个关键性的节点，我们会做什么，我们是什么样的辩护方向，当前案件是什么样的情况，不要让他们当无头苍蝇。我亲自办理的案子，有的时候遇到倔强的当事人，我恨不得去吼，去骂。如果你是一个需要律师24小时秒回消息，半夜接听你的电话，无时无刻的去哄着你，不顾任何客观情况，不顾案件后续，无条件纵容你这样的律师，我认为地摊上一抓一大把。所以专业的刑事辩护律师不是一个以舔为卖点的职业，如果你享受被舔的感觉，就千万不要犯罪，但是，有的时候被舔也容易犯罪。,-1,0,0,2023-12-14 13:49
从新闻学扩张到文科能不能再扩张几次啊，我想看到血流成河 ,-1,0,0,2023-12-14 12:37
大哥，考研导师，咱们说话能负责一点不？很难不带情绪回答这个问题，对不起，我就是带情绪了！先来看看，什么是服务业。在我国，gdp核算的服务业视同于第三产业，也就是除了农业，工业以外，都叫服务业！！！我们首先要弄懂什么是服务业，是从事服务产品的生产部门和企业的集合。所以，张老师说的文科不等于服务业，服务业包括了理科学科和文科学科。按张老师说的，服务费就是舔，应该是说文科没什么硬性技能，只有靠拍马屁上位咯，明里暗里在说不要学文科啦，文科不行的。不得不想起，以前自己上高中，某些理科老师自认为自己很牛逼，在文理分科最爱说的一句话就是：学文科就是学瘟科。这思想境界和张老师有得一拼。我自己高中理科，大学还是文科。实际上大多数人从事的都是文科岗位，大部分人从事的都是服务业！我姑且认为张老师嘴里说的舔，只是拍马屁吧。张老师觉得这个“服务”就是“舔”：用自己的专业技能，服务上司（文秘），或者是讨好某个群体（销售）。文科生为了生存，就是要“讨好别人”，让别人舒服，所以张雪峰才会认为，他出来道歉，就是要“给大家笑一个”。可是，不管文科理科，出来工作，有不陪笑的么？。。。。。。。。。我是分割线。。。。。。根据张雪峰的道歉补充下回答。张老师说话是真不好听，人也是真的狠，狠起来自己都骂。张老师是掌握了流量密码的聪明人，前期为各种考生提供了一些考研和就业帮助，说了很多有用的信息，打破了一些信息壁垒，这是不可否认的。后期关注度上来了，可能是飘了，本来就动了资本的蛋糕，咱们能低调点不，再飘就是李佳琦了，走黑红路线么？,0,4,1,2023-12-14 12:34
首先，任何行业的最终指向都是服务业。在非计划经济体制下，人们劳动的目的是为了生产商品——用于交易——获取报酬——赚取价差——形成利润以投入扩大生产和升级产业。商品（包括有形及无形）的提供对象就是服务的对象。从更大的视角说，即便政治领域内也（号称）包括服务（为选民服务、为人民服务）的概念。所以不仅文科生们付出劳动的归宿是服务，其他各学科学生们同样也是，区别只是服务的对象及对象所在圈层所导致的对服务提供者的回报和体验的差异。但是作为文科生我理解张老师想说的其实也同意他所说的。劳动的价值不体现在劳动的数量和强度上，而体现在个体劳动的不可替代程度上，这也是劳动作为商品遵循市场规律的表现之一。而文科生所能提供的劳动多数不存在壁垒，容易被复制和超越，在文科生具备提供更高质量劳动（如高效调度及整合资源的能力等）之前，文科生在就职市场中相较理、工、医科学生显得更为弱势（更遑论个体在具备高质量劳动技能这一事件上具有或然性）。更准确地说，不是只有文科生需要服务，需要“舔”，可能是文科生需要“舔”得更辛苦，姿态更低一些。但总体来说，张老师说的话基本是话糙理不糙，至少在目前这个社会环境中我认为他的指导意见对学生是有益的，至少比和家长在一块翻着《报考指南》对着一个专业名称异想天开更有意义。而大家也不要过于非难张老师，应该反省的是催生出张老师的社会现实。,-1,0,1,2023-12-14 11:59
不光是在中国，在全球都是这样，文科都是服务业，是为理科服务的。很难想象在无需其他人帮助的情况下，文科顶尖人才能做出什么值得一提的事情来？比如数学家格里戈里·佩雷尔曼[1]。领导打压？同事倾轧？生活困苦？只要一篇数学论文，无需任何人的承认或否认，他都必须是顶级数学家。为什么我们文科的重视达到如此畸形呢？因为针对不同的社会阶层，对于文理的偏好是不一样的。中高层人士，显然是愿意偏向文科，这样所谓的家族身份，父母积累，关系，人脉，利益就都能用得上了。但是这些玩意对认识到大千世界物理规律显然是没有什么卵用的。在脱离了最基础的生存问题之后，所谓社会底层和低层人士显然会比较中意理科，因为顶级理科岗位显然跟天赋更相关。甚至都涉及玄学。但是初级理科则更容易因为付出而获得相对稳定的回报，这也跟所谓父母积累的这些玩意无关。但是，任何一门学科，如果不存在巨量的底层炮灰，是不会存在顶尖的学者的。甚至说底层越多，顶级学者的收益就越大。由此，我们就能看到一门门神奇的学科拔地而起，你让毕业三年的核能专业本科生转头学传媒，他没压力，反过来学了三年传媒的看核能。嗯~！都认识，搁一块就不认识了。所以，说文科都是服务业一定会让急着捧大佬们臭脚的小丑们跳脚无能怒喷。,1,0,0,2023-12-14 11:48
张雪峰老师再一次戳中了以新闻、传媒行业为代表的文科肺管子，为什么这些人炸毛，群起攻之，因为说的实在是太对了，太扎心了，底裤直接给扒下来了！当前主流就是“舔”文化，理工科比如工程师、医生在舔的同时可能还要坚守一些科学的底线，文科舔起来就毫无下限了，经常能看到刁盘技术一流的各位学者大咖，舔的角度之刁钻令人佩服。因为文人风骨不能当饭吃，我们经常在网络上调侃追求女生的舔狗男孩无非是所有人的一个缩影罢了，在自己毫无资源的时候只能无限为资源占有方提供情绪价值来混口饭吃，这是中国人的生存智慧，也是我们不愿摆在台面上的残酷现实。我本身就是文科生，上学时也天真的以为能靠自己的专业技能安身立命，但工作几年你会发现到哪都得靠“舔”，与其舔各个私企老板、甲方客户，还不如直接考编上岸，一“舔”永逸。所以又说回来，一般家庭家的孩子，如果选择文科，那么尽头就是考编。,1,0,0,2023-12-14 11:25
我：“大佬，最近张雪峰一条出圈的发言，你看到了吗?”我：“他说‘文科都是服务业，什么是服务业?总结称一个字就是‘舔’，就是‘爷我给你笑一个’’，真的是这样吗？”大佬：“我认为越是没有文化的人，越是无法理解底层逻辑的人，就越喜欢用一句简单粗暴的结论，去描述一个现象。”大佬：“因为他希望获得大众的认可，又不希望别人看出他的无知，但他又无法展示出一个清晰的论证逻辑，所以只能选择对现象进行一个粗暴的、且看似符合大家日常认知的归类和总结。”大佬：“就像我们现在都知道月食的形成，是地球挡住了太阳射月球的光，这是一个基本科学，但在古代，因为缺乏科学的观测工具，大家会无知的将这种现象归类为‘天狗食月’。”大佬：“张雪峰的这句发言，在我看来也是如此。”我：“可是，我确实觉得文科生学得内容很虚，不像理科生有一门技术，用技术换工资，能站着把钱给挣了。”大佬：“所以你也认为，文科生是‘跪着’挣钱，只能给对方提供情绪价值？唯有理科生才有机会依靠技能‘站着’赚钱？”我：“确实有这种想法。”大佬：“那你可就错了。”我：“怎么说？”大佬：“所有的技术，都是要落地才有价值，像拍摄摄影、房地产图纸、计算机程序员，这些都是大众心中认为的理科专业，都是拥有一门技术的专业人员，但他们可以随心所欲的创造吗？“大佬：“并不能，他们仍然需要对接客户、甲方和需求方，谁出钱就得听谁的，即使拥有一门技术，依然要小心‘伺候’对方，按照对方的要求来，不然随时对方都有可能取消合作。大佬：“除非你掌握了核心技术并且非你不可，那么即使你作为乙方，也就是执行方，依然能掌握话语权。”大佬：“所以其实‘舔’跟文理科无关，也跟行业无关，它只是一种弱小者向上获取更多资源的一种方式罢了，即使学理，但如果技能掌握不精，可能也得去‘舔’。”我：“可学理科，至少还有机会更深入的学习技术，精通技术后成为强势的乙方，让甲方求着‘送钱’不是吗？”大佬：“你太低估‘精通技术’的难度了，要知道技术这个东西是不断发展的，即使你愿意且努力去学，以大部分人的背景和资源情况来看，未必能追的上前沿核心技术。”大佬：“其次，要把一门技术学到别人求着‘送钱’给你的程度，光靠努力肯定是远远不够，天赋才是关键，而这是很多人一辈子都越不过去的天堑。”大佬：“妄想学一门技术或选择一个专业，就能获得一个相对轻松的人生，其实并不现实。”大佬：“热门方向需求大，但选的人也多，冷门方向需求少，但选的人也少，在市场的动态调节之下，最后走向一个均衡，即你的实力水平在这个圈子里的排名，决定了你的收入情况。”我：“所以按照您的意思，无关文理专业，大部分人的一生都要‘舔’的是吗？”大佬：“恰恰相反，我认为一旦走上了‘舔’的道路，大概率也就走上了死路。”大佬：“因为在这个信息化、人员流动自由化的时代，什么样的价位，能请怎样的人干怎样的事，业内基本上都已经有了共识。”大佬：“如果你靠着‘舔’拿下一笔业务，那么你在处理这笔业务的过程中，就要花费额外的时间去‘舔’，去满足对方情绪价值（比如秒回信息），甚至一些不合理的要求（比如返工无数遍）。”大佬：“而这些额外的时间，也不可能凭空出现，要么就是降低业务质量，延长交付时间换来的；要么就是加班熬夜，压榨自己。”大佬：“前者直接失去下一笔业务，只有更‘舔’才有机会获得下一笔业务，但越‘舔’，交付质量就越低，进入一种恶性循环，毕竟甲方最重要的诉求，还是在于交付结果，核心诉求没解决，说再多好话，秒回再快也白搭。”大佬：“后者看似短期内没问题，其实身体一直都在记账，在未来的岁月里以疼痛和医药费的方式进行返还。”大佬：“所以我才说，‘舔’到最后，都是一条死路，要么是业务死了，要么就是肉体上的断送未来。”我：“说得有些道理，那技术不精又不愿意‘舔’，在这么内卷的当下，该如何生存下去呢？”大佬：“只要做好两件事就可以了，一是.......全文放在公众号：想说话的张凡 里面，码字不易，公号才有丁点收益，望各位支持,1,0,2,2023-12-14 10:50
最看不惯的就是，甭管张雪峰说啥，都有人射箭划靶子整套逻辑。但实事求是的讲，张雪峰根据自己看到的给出一个广义的事实，总比大多数倒因为果的人，强起码三个沈逸。,1,0,0,2023-12-14 10:35
他其实是想说文科像服务员一样没尊严，只不过这话在公众场合说出来不合适，容易被扣个职业歧视的帽子。文科不论是做方案的、写文章的、做设计的...是人是鬼都能指手画脚点评几句，你工作成果发到公司微信群，会被市场部、销售部、行政部等各个领导审视、指点、批评、提要求...可能你心里已经骂娘了，但还得赔笑脸，不断改稿一个一个满足。当然在目前这个环境下，理科也好不到哪去，但总归比文科好一点，不是所有人都懂技术，即使懂技术的领导想理解你做的东西也需要一定的时间，所以理科工作一般只对一两个上级负责。而且理科不容易失业，即使四十岁被裁，也能向下兼容，大不了薪资求要减半，不至于完全找不到工作。而文科到四十岁除非顺利升到领导岗，或者像驴一样产能特别高，否则一旦失业，那可就真失业了，面临的是跑滴滴送外卖。文科是典型的图钉结构，只有针尖上那点人能赚大钱，针管上那些人顺利进入体制内，剩下的都是苟活。说回张雪峰，他说这段话的目的是为了纠正某些高中生的观念，他们看到文科专业名称感觉很高大上，以为毕业后可以指点江山，张雪峰为了驳斥这种想法所以话说的比较重，某些自媒体把这段话单独拎出来放在大众视野下，难免会让人误解。,1,0,25,2023-12-14 10:32
文科如果愿意当农民，就是第一产业如果愿意当工人，或者能当工程师，就是第二产业，如果上述都不愿意，或者没有能力，就是第三产业，即服务业！这不是百度一下就能知道的常识吗？一堆文科生……连百度都不会？,1,0,5,2023-12-14 9:48
对啊，服务人民，服务国家,-1,0,0,2023-12-14 9:01
生活的本质就像反着吃冰激凌，从下往上吃，想吃就要靠舔，下面一层舔上面一层。舔的时候不分文理科，都得主动去舔，因为你不舔着吃，它会往下流，等时间过去了，想吃也吃不到。工地打灰是服务业，算法编程也是服务业，唱歌表演大明星也是服务业，甚至搞了个歌舞团的许老板，归根结底也是服务业。如果你觉得有谁高高在上高不可攀，那只是因为你不是他的服务对象。只要你有欲望，想要在这个体系里获得点啥，你就难免要接受这种一层舔着一层的规则。唯有遁世出家可以逃离这种规则，如果你不出家，只摆烂，当一个人畜无害的米虫，现在叫躺平，古代那叫大隐于市。,1,0,1,2023-12-14 7:59
哪个行业不是服务业？在这个已经“环环相扣”的链条中，就看你在其中哪一环！,1,0,2,2023-12-14 6:16
不然学文科以后是想种地还是当蓝领？,0,0,0,2023-12-14 3:07
,-1,0,0,2023-12-14 2:31
文科在英文里叫啥？“liberal arts”它是自由的，解放的，启迪人思维的，国内的文科和艺术，自由吗？工作自由吗？不还是看甲方脸色吗？既然如此就不要说它是文科，它只能让人自由地饿死。,-1,0,0,2023-12-14 2:24
服务业代表服务消费者，有消费者代表有需求，有需求代表有工作岗位。一些文科有合适对口的岗位还不香吗？否则你去看看考古和哲学的就业率。连服务受众都找不到 那已经不是喝不喝汤的问题。是要饿死了话又说回来:律师 医生 公务员 飞行员哪个不是服务业呢？不要看见服务就联想到服务员，过度应激了。,1,0,0,2023-12-14 0:33
