王自如受访言论引发讨论，媒体评论称「质疑他、理解他、成为他，才是年轻人的出路么」，反映出什么社会现象？,gender,comments,likes,updated_time
 对比现在网络上净衣派，自如兄简直是一股清流。只怪他生不逢时。现在的数码评测，还有几个自愿充当免费第三方？,1,0,1,2023-11-16 12:39:22
当我们叫阿姨的时候，他已经让阿姨叫了。,1,0,2,2023-11-16 12:38:59
能理解，但是成为他这种怎么说的出来的，客观上有那么多富婆么，好笑么。年轻男性的出路永远是燃烧自己，体力或者脑力，本身又不自带生产力的，不干活怎么生存。不知道这种论调是不是有推手，可能想把他绑在男性消费转型的船头，然后鼓吹普通男性去追求外在美，搞化妆搞健身提高外表来吸引异性，提高男性消费能力。其实挺好笑的，钱包不鼓怎么消费，源头没解决的事情。可能就是相关男性消费行业的商人带的头，不可能是高级别的人带的头。但是貌似全球范围内也没这样的社会这样的文化，男性的性吸引力主流价值观还是在于物质水平，五大三粗肥头大耳五官崩坏的大款性吸引力绝对碾压普通男性。,1,0,0,2023-11-16 12:38:47
上演了一出大型成功励志生活类喜剧《活着》。,-1,0,1,2023-11-16 12:37:54
人人都骂王自如 人人都想当王自如 看看人戴那手表都30多万 我反正是酸了,0,0,0,2023-11-16 12:37:51
社会对异见的包容和讨论： 看起来媒体提到“质疑他、理解他”可能反映了社会对于个体言论的包容和对异见的尊重。社会对于多元观点的容忍，有助于促进公开的辩论和讨论，推动社会的进步。年轻人在社会话语中的角色： 评论中提到“成为他”可能意味着年轻人在社会中发声、表达观点的重要性。这可能反映了社会对年轻一代的期望，希望他们能够在社会议题中积极参与，成为变革的推动者。言论引发的社会关注： 王自如的言论引发了媒体和社会的关注，这表明在当代社会，个体言论具有较大的传播影响力。社交媒体和网络技术使得个体言论更容易传播，也更容易引发广泛的社会讨论。社会对年轻一代声音的期待： “成为他”可能意味着社会期待年轻一代能够在言论和观点上更加积极主动，参与社会建设和发展，而不仅仅是被动接受。这种社会现象可能反映了对多元言论的尊重、对年轻一代参与社会话语的期望，以及社会对于个体言论在公共领域中发挥作用的认可。这种态度有助于形成一个更加开放、包容、充满活力的社会环境。,1,0,0,2023-11-16 12:37:14
只要不犯法，管他干啥。爱咋咋滴！,1,0,0,2023-11-16 12:36:50
最懂王自如的只有罗太君被保养不可耻，被保养还想玩人生赢家人设就没意思了,1,0,0,2023-11-16 12:36:46
现象就是，现实和接受的教育是矛盾的。教育中不断灌输努力的付出才有回报，可惜现实中往往是努力拍马屁得到领导的赏识才有更大的回报。你会发现兢兢业业工作的人只能领那点死工资，能力不如自己的人，靠着须溜拍马早就升职加薪了。是你，你做什么选择？之前媒体鼓吹的年轻人整顿职场，要不就是这个年轻人是富二代，要不就是看不上这个公司来走个过场罢了。,1,0,0,2023-11-16 12:36:25
王自如是谁[好奇]跟我有毛线关系[捂嘴],1,0,6,2023-11-16 12:36:10
王自如没有必要撒谎，早期搞测评收的黑钱已经财务自由了，不差那点儿工资。但他还没有成为资本家，他现在正在往那条路上走，任何底层的谩骂在他看来只是个屁。,-1,0,0,2023-11-16 12:35:46
董这个位置的人物，怎么看上王的，要找个又有能力又帅气的小鲜肉还不轻轻松松？,1,1,0,2023-11-16 12:34:13
一方面就像其他回答说的，目前经济下行期，上升通道似乎越来越少了。类似乔布斯、马斯克那种通过创新来实现跃迁的可能性越来越小。在垄断企业以及成熟有稳定市场份额的企业，通过内部竞争向上走似乎成为了为数不多的选择之一。另一方面信息更加公开透明，更多的年轻人意识到了向上管理的必要性和重要性，以及社会的一些隐藏逻辑。从某种意义上来说这也不一定完全是一件坏事，至少领导开心了，就会减少很多不必要的摩擦。坏处当然就是大家都去比谁更会哄领导开心，那我党还怎么发展高科技行业，赶超老美。就是个生存技能，平和看待就行。,-1,0,0,2023-11-16 12:32:23
社会新闻娱乐化娱乐新闻社会化,1,0,1,2023-11-16 12:32:04
某些人想乱搞就乱搞，没人关心你们那点破事儿还专门找个王自如当榜样，别作妖了，想找借口不是能找出来一万个借口？,-1,0,0,2023-11-16 12:31:01
我现在只服马老师，其他的都算个p质疑马保国，理解马保国，成为马保国,0,0,0,2023-11-16 12:30:47
铁娘子董明珠，绝对是没想到自己会因为一场采访弄巧成拙。2021年传闻王自如加入格力，但格力对于这件事情一直没有进行官宣。按理说一个如此有知名度的“网红”，如果格力对用他没有什么顾忌，认为他的加持是正向的，那么就不会对于一个名人的加入讳莫如深，甚至据说内部也都没有发什么正式任命的文件。种种说明，董明珠并不是完全被蒙蔽的，她也知王自如是一个有争议的人，格力对于用这样一个人，是有所顾忌的。经过2年多的沉淀，依董明珠的精明，必然是认为时机到了，才会带他出来接受采访。但，这次带他采访的结果，绝对是她没想到的。采访大纲，格力团队包括董明珠必然提前看过，甚至也可能做过彩排。毕竟面对一个有一定影响力的省级官方媒体，不可能那么任性随意。既然是计划中规划过的结果，为啥会出现这种不可控的负面满天飞的情况呢？一来，董明珠已不了解这个时代了。正如她造车、做手机、搞芯片等“运动”没有一个成功，她对于这个时代的了解，还局限于自己做强势营销、铁腕渠道的年代。她对互联网、对手机都不那么懂了。不懂不重要，重要的是不懂又一贯自负强势一言堂，以为自己都懂，听不进去也没人敢跟她讲实情，她以为自己做手机摔不烂就可以搞过苹果，她以为逼着上下游渠道压货把数据做上去就显得自己直播卖货很成功。二来，她不了解年轻人了。她以为给年轻人画饼就可以充饥，她以为还可以像pua70后80后一样pua90后00后，她以为年轻人都喜欢看到她出现在直播画面、手机屏幕，她以为自己为产品代言是省钱并能做到更好的传播。00后整顿职场不是开玩笑的，00后整顿的又何止是职场呢。他们更加有主见，更加有自我，有独立的思考能力，有不盲从与所谓权威的判断力，更有不顾一切的行动力，且有能力为自己的决策行动买单（无后顾之忧啊）。因为董明珠的不了解和自负，让这一场原本精心策划的访谈变成群嘲笑谈。按董明珠和王自如团队的规划，或许是带着一个她认为特别懂互联网的、她很得意的高薪挖过来的专业人士，今次先让大家眼前一亮，然后大刀阔斧搞起格力新渠道改革，配合一波又一波的正向流量传播，让格力的“新渠道”再一次运作成功，如同之前她引以为傲的旧渠道模式一样。王自如和主持人，都在积极配合董明珠的演出。谈到孟羽童，董明珠暗示她没有职业道德，用公司的平台赚自己的钱。王自如按脚本送上投名状，大讲特讲孟羽童作为一个职场新人还犯了错格力如何包容她，暗示孟羽童是多么的年轻不懂事“不识抬举”。如此这般。可惜一个人最重要的是人品和口碑，如果一个人的人品和口碑太烂，无论他再怎样深情演绎，观众get到的都不一定是他要表达的。夸张的肢体动作、飘忽不定的眼神、语音语调以及口型，让观众看到的却是格力之虎王达华。不仅仅没有引导观众共情去抨击孟羽童，并且还被解读为单纯pua职场新人这一大类群体，直接将自己置于了当前最富力量的一个群体-----“职场年轻人”-----的对立面。董明珠前不久刚刚评价过年轻人就业不要只是为了钱，当时就被年轻人反驳过。按董明珠自负倔强的性格，这次采访的机会，董明珠必然继续要演绎归纳，继续要把自己这个观点强化传播。聪明如王自如，再一次投名状来了“我没看过工资条，我只在乎跟大佬工作的幸福感”。哈哈，又一次因为过度表演，以及自己多年以来积累的“好口碑”砸了场子。没有董明珠的时代，只有把握住时代的董明珠。亲小人远贤臣，格力，不久矣。,-1,0,6,2023-11-16 12:29:39
每个公司都不乏这样的“人材”。我们公司的某位女士，因为公司开辟造价咨询业务社招入职，这个工作性质就是需要经常出差，招聘时都有谈妥。然后，意想不到的来啦！她其实根本不愿意出差。领导派他出差她就各种撒娇。在陪领导参加了一次饭局后，就对外营销别人都说她和领导长得像之类的。每天妆容画得像唱戏，工作时间去学唱歌（她认为会唱歌就能在陪领导应酬时拔得头筹）。最令人叫绝的是，有一次集团年会，大领导给各分公司员工敬酒，后面跟了综合部领导和部分员工。她也马上拿酒杯跟上，还各种张罗。不知道以为她是集团综合部的。……总之，她就是要给自己另辟赛道。我们集团综合部论唱歌，有音乐学院毕业的；论喝酒，有论斤喝的。直到造价咨询部撤销，她都没能卷上集团综合部，还被派往异地工作。多年后，她在分公司以法制宣传员的身份现身，又象是新领导跟前的红人。像她这样永远激情满怀地跟定领导，我对她的观感从蔑视到无法言说。这类人似乎是天生的，集天时、地利、人和，王自如终成个中翘楚。.,0,0,1,2023-11-16 12:29:31
很多人认为拍马屁是一种态度。其实拍马屁作为一件事，是一种能力。,1,0,0,2023-11-16 12:28:48
不知道为什么我更关注的是题主竟然是一家报社。,1,0,0,2023-11-16 12:28:11
罗：被包养就不要谈人格独立，懂吗？王：什么…格……？什么…力…？罗：是人格独立，懂吗？王：Ok…OK，格力，董妈。。旁白：听君一席话，胜读十年书啊。,-1,0,0,2023-11-16 12:28:00
挣米嘛，不寒碜。一般人还没有这门路呢。,-1,0,0,2023-11-16 12:27:18
骂得最凶的人是最渴望成为王自如的人,1,0,1,2023-11-16 12:27:09
成为自如？自愧不如！,1,0,0,2023-11-16 12:26:11
祁同伟对王自如：兄弟，使不得啊王自如对罗永浩；听君一席话胜读十年书罗永浩：你个锤子，我说啥了王自如：胜天半子乃是我————对于年轻人来说，背后的一切一切，难以言状。,-1,0,0,2023-11-16 12:25:41
一个王自如就能反映社会现象了。国内就格力一个公司是吧？,1,0,0,2023-11-16 12:24:07
人的脸树的皮啊朋友们，咱就是说再理解他咱们也不能成为他呀，这哥们油腻谄媚的已经让人生理不适了。是是是，我知道很多人把《厚黑学》奉为圭臬，甚至当成成功学去知行合一了，可是咱们好歹伪装一下行不，李宗吾在书里又不是没教，脸厚心黑和行为得体大部分时候是不冲突的，可以功利主义，就是多多少少要点脸面，就一点点就行，听话，剩半分尊严给公理人心，剩半分阴德给列祖列宗，剩下九十九分随便搞。,1,0,1,2023-11-16 12:23:48
老板客观上需要gou并不可怕，非常符合人性。现实中有人做gou并获取一定范围内的利益也并不寒碜，挣钱嘛不丢人，你情我愿。可怕的是，老板把训gou抬上台面，已gou之人大肆宣扬，打压不gou之人，环境逼迫所有人都gou。,0,0,0,2023-11-16 12:23:40
我家在本地非常有钱有地位，养了很多狗，这些狗都以被我家养而自豪。这些狗有负责专门对外嚎叫的，也有专门负责打架的。因此，进了我家的狗，美其名曰就是有编制的狗。很多狗挤破头都进不来。隔壁小D家也有钱，但和我比起来，钱和地位差太多。但他家最近有条狗比较出名，出名是因为这狗非常舔主人，主人也很爱它。于是，我家的狗经常在外边嚎叫，夸小D家狗如何如何忠诚，爱护主人，告诫其他狗要多像它学习。其实我知道，我家的狗，不过也想讨好我罢了！,1,0,0,2023-11-16 12:23:37
口含明珠，进退自如,-1,0,0,2023-11-16 12:23:21
曾经自强买房，然后活成笑话现在认识到阿姨我不想努力了顶级独立女没人配得上找小鲜肉就好了嘛，田忌赛马错位匹配,1,0,0,2023-11-16 12:22:09
可以理解他，但不想也不可能成为他。这么违心的话，说不出来一个字。我理解有人愿意为了钱或其他东西，违背内心，做出虚伪浮夸的事，毕竟他能得到他最想要的，也算得偿所愿。但也有我这样的，不愿意违背内心，只能直面自己，因为违背自己太难，表里不一是很不舒服的。,0,0,0,2023-11-16 12:21:58
这里来说一个电影，至尊宝，想必不少人都熟悉吧。至尊宝为什么要戴上紧箍咒?是这箍子很好玩?至尊宝很喜欢吗?戴上紧箍咒是为了救人，而救人就是至尊宝心中的欲望。来分解一下步骤。一，紫霞被抓二，至尊宝想救三，至尊宝自身的力量不足以达到救人的目的，所以至尊宝去寻求外力。四，至尊宝寻求到了一份力量，但这份力量需要代价。五，至尊宝接受了这份代价，获得了这份力量。整个看下来，至尊宝之所以会被紧箍咒所困，起始的根源在于他心中的欲望。现在的人就是，即想依靠外力获取心中欲望，又反过来骂给你这份力量的人限制了你的自由。而事实就是，他们迷恋心中的欲望，不肯舍弃才造成了如今的局面。,-1,0,0,2023-11-16 12:21:25
多少人想成为王自如，只是苦于没有机会罢了！,1,0,0,2023-11-16 12:20:52
我觉得他的有些东西是在市场上和在社会上经过了验证之后才有的现在的处世之道。或许大家都对他的一些言谈和言论比较反感，但可能让一些人内心“比较刺痛”的是他能够通过这种方式过上比较好的生活，没有大家认为的男儿当自强，自立，反而有种唯唯诺诺之感，让人觉得不舒服，再加上他所在的地方位置在聚光灯下被放大各种解读他的都出来了。但未知人全貌，也不应该过分的点评让别人着上我们认为“理应如是”的标签，有那份心对别人评头论足，还不如借别人的故事思考一下自己的人生，这才是正理。,-1,0,0,2023-11-16 12:20:02
董小姐的任务罢了,-1,0,0,2023-11-16 12:19:59
哪个媒体啊,1,0,0,2023-11-16 12:19:26
媒体多少有点大惊小怪了，其实网民基本上就只能是质疑他，理解他。成为他的可能性很低，当然这个并不是最后不想，而是不能，是没这个本事，首先怎么获取一个领导的信任，得到贵人提携，这玩意很难的，而且“高情商”发言也很难，不信的可以自己去试试，能张开那个口么，别说是贵人了，就是对着长辈，说几句吉祥话，能说的很好么？有个博主扎心的说过，现在给你一个机会，让你和马云交谈半小时，你肚子里有多少货能打动马云让他认为你是个人才，领导听到的马屁也多了去了。而且王自如说话的那一套，排除他拍马屁的成分，他自己出于真心的部分绝对不少，很多人其实忽视了，王自如加入格力前就已经算是大众眼里财富自由的那一拨人了，像王自如这样，加入格力后成为副总裁，年薪就是在百万级别的，他说他没看工资条，可能是吹牛逼，但是也可能是真的，他在副总裁这个位置上，能调动的资源，支配的资源，绝对比他做自媒体的时候要多的多的多。王自如这样想法的人，基本上微博上只有少数人这么说过，极少数极少数，现在多数的大V都是喊着“凭什么”。“王自如”们的统一观点就是，公司能提供一个让我花大钱的平台，去实际做一件事，那么做这件事的过程本身就很爽，因为让自己去做的话，首先就是没那个钱，其次没那么多资源，再次没人兜底。他们的另一个统一说法就是，在调动资源做事的过程中是不关注收入是多少的，也是不介意加班的，因为把事做成的成就感更高，而且本身会放权给你的老板，也是不会介意给你带来很好的薪酬回报的，所以最后的结果就是，自己做成了事，培养了能力，老板痛快的发了大笔钱，相互成就。当然唯一的区别是，他们虽然也会感谢下提携自己的贵人，但是像王自如这样光明正大如此拍马屁的人确实少，这个应该是私下拍的，公众场合这样太过头了。,-1,4,81,2023-11-16 12:18:36
义父！是你吗义父！,1,0,0,2023-11-16 12:18:10
大家都批判王自如，扪心自问，你不想成为他吗？只是没有那个能力和机会吧。,1,1,0,2023-11-16 12:17:36
酸男 酸女们，你们30岁了都搞不到一个男人女人。天天靠手嘛？ ,-1,0,0,2023-11-16 12:16:38
质疑自如，理解自如，成为自如，伸缩自如,-1,1,0,2023-11-16 12:15:55
人要把自己的灵魂扭曲到什么程度才能适应这个变态的社会？,1,0,0,2023-11-16 12:15:52
和大清一样，你不舔啊没出路，年轻人就要好好舔。别想着洋人那一套，你不舔有的是人舔。,1,0,0,2023-11-16 12:15:45
王自如可不是什么年轻人的出路人家十几年前就混出来了，现在只是在吃当年成名后的红利。这些空洞洞还过于油腻的跪舔老板话术满大街都是，普通打工人要是给老板来上这么一套，明天就得搬去厕所旁边的工位。年轻的时候成不了年轻的王自如，老了之后学老了的王自如屁用没有，只会让人觉得恶心。,1,0,13,2023-11-16 12:15:17
三人成虎，人言可畏喜欢往下三路方向讨论，都快成长信侯了更可怕的是这事无法申辩，也无法说清，不能排除可能,-1,0,0,2023-11-16 12:13:30
这是整个环境的写照吧……能力+高情商(会奉承领导)才能一步一步往上走，看看历史，这不是都很清楚这样过来的吗？虽然都在嘲讽王自如，从一个第一批自媒体人出道，到现在拜倒在大企业石榴裙下，他肯定是清楚怎么才是对他最有利的。再配个图,-1,0,0,2023-11-16 12:13:21
金星说得好口含明珠 进退自如,-1,0,0,2023-11-16 12:13:05
大多数人资质普通，但自信满满。这是好事！步入社会之后，挨几次暴击，渐渐明白盖世英雄不那么好当，一山更比一山高，百折不挠的品质也不是没人都有。这时出现一个优秀的领路人，拜服一下，也没啥尴尬的。郭德纲都说过：不服高人有罪啊况且人这一辈子，能遇到个肯指点自己的、优秀的人，也就屈指可数的几次机会，错过了，这次没学到，再就神鬼莫测，遥遥无期了。,1,0,0,2023-11-16 12:12:13
王自如说的是肺腑之言，只不过到打工人耳朵里，的确是有点恶心。恶心的程度，大概相当于当年某些个人崇拜的奇葩言论吧。董明珠，中国著名企业家。她带领格力，到现在还没倒，的确是有过人之处。你向她学习，学习怎么思考，怎么决策，怎么管理，是难得的机会。比如这句：“我哪怕每天什么事都不干，我就看她怎么开会，我听她每天讲什么、做什么，我都觉得是一件很幸福的事”。这话让一个中年男人对一个中年女性长辈说，的确是肉麻啊。但是他想表达的意思，大体没错。我学习管理、战略、经营的起点，还真的就是从看人家怎么开会开始的。公司的战略经营会是开放的，作为中层的我，特意空出几天时间，蹭这个会。就听每个VP是如何汇报自己的工作，如何思考，怎么互相挑战，怎么应对挑战。在这种思维的碰撞中，我理解大家关注的到底是什么，公司的外部环境、经营目标、战略重心到底在哪里。这是非常难得的机会，对个人思维是一次淬炼。我幸福吗，我当然幸福啦。再看这句：“我没有看过格力给我的工资条”肉麻是的确肉麻的，夸张是真的夸张。但是集团董事长亲自把你挖进来耶！工资对你来说就是个数字而已，你只要做成事情，你会缺钱吗？这么大的集团，随便给你洒点，不够你努力十年吗？这时候，不看工资条，也就是不在乎眼前的待遇，这是正确的格局啊，也是一个收到知遇之恩的人应当有的觉悟。至于这句：“能不能给我一间离你比较近的办公室，我要随时向您汇报”这他妈是纯粹的肉麻，舔得太狠了，我也圆不回来了。当然啦，我调座位的时候，如果团队比较稳，我就尽可能的靠近老板。如果团队不稳，我会靠近团队。“刚毕业的年轻人一定要学会心态归零”你管人家心态归零不归零干嘛，你在格力赶紧做出点成绩来得了，你又不是上学去了。,1,12,26,2023-11-16 12:12:02
某985大学群里的段子：孔乙己们向往周公子，鄙视王自如，最后成了骆驼祥子。我高中同学，某985毕业，现在是帝都中年程序员。那天闲聊我问他，假如你失业了去干吗?他想了想说，去跑滴滴。他还说，他的大学同学里已经有人开始这么干了，一个月挣一万多还是可以的，就是有点费腰。他还补充了一句：“我新换了辆十几万的电车，特省钱。”说来说去不就是去给人当车夫吗? 这样说来，现在跑滴滴和旧社会的骆驼祥子有啥不同?祥子租车，每个月给洋车行交份钱；滴滴司机也租车，按月给租车公司或者银行交贷款。祥子的梦想就是买辆属于自己的洋车，滴滴司机没车的也向往开上自己的车。看见没，你以为你的孔乙己，其实你只是骆驼祥子。你有啥资格鄙视王自如?实际上王自如这种人在哪个公司都有，只不过有些人是被迫的，有些人鬼话说多了，把自己都给洗脑了。我是属于被迫的那种，比如我之前在某公司（已倒闭）的时候，遇到女上司就会随便夸她几句“皮肤好”、“衣服搭的很有品位”之类的话。但我不会说太多，只是简单的说上一两句，反而可信度更高。偏偏女领导怀疑我不够真诚，但她听了依旧觉得受用，为此在工作上的一些事情也不会过分为难我。我也不想这样，但多年的职场经验告诉我——多说几句好听的话，费不了什么劲儿，尤其是成为习惯后，但这样会为将来的工作省去大量的麻烦。而且大家也知道，想要毁掉一个人最简单的办法就是捧杀，所以有时候捧着一个人对自己来说，确实没啥太大的坏处。果然我这个女上司在大家的夸赞中变得目中无人，不知死活和另一位后台很硬的女领导斗法，最后被迫离开了这家公司。当然，也有给长期给自己洗脑，把脑袋洗坏的。比如我们公司有个中年油腻男同事，天天跟在总经理屁股后面“哥啊，哥啊”的叫，叫久了，他打心眼里认为自己是领导失散多年的亲兄弟，天天张罗着给领导家里送大米，帮领导办公室的鱼缸换水。每每在食堂和我地对起吃饭，一提到领导的名字，就一脸崇拜的样子。当然，他也不亏，比如过年时公司发的福利就是从他家开的小超市采购的……在我看来，王自如说的那些话是完全发自内心的。因为有些话说多了，连自己也信了。当然还有另外一种可能，相对于一年上百万的年薪，多说几句好听的话，算个啥? 毕竟你个祥子拉车拉上20年也挣不了那么多钱。有人想听吗，V我100万，我说给你听。觉得我的回答对你有用，帮我点个赞，加个关注，感谢~,0,2,54,2023-11-16 12:11:30
反过来才是正确的逻辑：“成为他，理解他，质疑他，超越他”。题主你那逻辑是坑爹之路，是悔不该当初。。。,1,0,0,2023-11-16 12:11:10
事实就是在骂王自如的人当中，100个中有99个人如果遇到了他这样的抱腿机会时，可能会比他抱的更紧。所以“成功学”在中国社会深入人心，深入你心亦深入我心。想要拔除掉，得高层建筑质变，或者随着时间慢慢等待底层建筑渐变。,1,0,0,2023-11-16 12:10:38
你如果回看他和罗永浩的现场对质，你就发现这个人的道德和职业道德情况。所以他说什么有意义么？有啥可讨论的必要,1,0,0,2023-11-16 12:10:35
王自如言论固然油腻恶心，但为什么那么多人有共鸣，首先能力和人品不能画等号，王自如是有能力的，这点毋庸置疑，但现实生活中能力强如果不世故油腻就是混的不好，导致太多人活成了自己当年厌恶的样子。但我觉得这不能怪王自如们，让我想起来布什的一句话，“最为珍贵的不是令人炫目的科技，不是浩瀚的大师们的经典著作，而是实现了对统治者的驯服，实现了把他们关在笼子里的梦想。”这话虽然是统治者对人民的洗脑话术，但这个饼没有错，错在权利。事件中董明珠就是权利的象征，她也是人，是人就会犯错，归根结底还是权利的错。,-1,0,0,2023-11-16 12:09:06
哪吒戏海--广发,-1,0,0,2023-11-16 12:08:58
说明社会已经完全定型，没有任何跃升的通路了。想通过努力奋斗改变人生，是一种痴心妄想。中金数据显示，中金把14亿中国人的2022年的月收入分成了11等级，其中月收入为0的有546万人，月收入0-500的有2.16亿人，月收入500-800的有2.02亿人，月收入800-1000的有1.24亿人，月收入1000-1500的有2.43亿人7.38%的人有93%的财富月收入低于5000的人有13.28亿92.62%的人，人均只有2.3万17到22的五年间，富者恒富王自如越接近有钱人，越明白了这个道理，既然不可能暴富，就只能抱富。。。先富带动后富，是绝对不可能的，没有那么多资源。富人，富的不是钱，是资源。任何人，管理或者进入两桶油、三大运营，四大国有银行，都可以发大财，不是有经济头脑有能力，是垄断。只是做一个例子，银行的富了怎么带动后富？烂尾楼不还贷吗？两桶油的富了怎么带动后富？少赚点钱吗？先富的，就是用垄断资源，垄断穷人才富的。。如何共同呢？王自如，一点也不自如。忘了给原链接了，大家自己看吧。十三届全国人大三次会议闭幕后，国务院总理李克强在人民大会堂三楼金色大厅出席记者会并回答中外记者提问，李克强表示，中国是一个人口众多的发展中国家，我们人均年收入是3万元人民币，但是有6亿人每个月的收入也就1000元——2020年， 然后21 22 是疫情。谢逸枫：财富报告的数据透露出什么信息,1,74,274,2023-11-16 12:08:18
原则上是该那么做，但不能做得那么露骨，会起反效果,1,0,0,2023-11-16 12:07:55
所有过来人都会告诉语重心长的告诉你怎么混社会，混的怎么样可想而知，到底是他的经历造就了他的今天，还是这就是他注定的命运，像一条衔尾蛇一样因果混沌。那么我也有一句话，那就是：有些人配得上他的苦难。,1,0,0,2023-11-16 12:07:18
别恶心我了。。。,-1,0,0,2023-11-16 12:06:31
那首脍炙人口的儿歌是怎么唱来着？要顺台阶而上，而代价是低头～小孩都懂的道理，一群成年人还在感慨个啥？,1,0,0,2023-11-16 12:05:06
口含明珠，进退自如。,0,0,2,2023-11-16 12:04:21
看完大家的回答，莫名焦虑怎么办？,-1,0,0,2023-11-16 12:04:16
有些道理人们都懂，但是说出来就有错。,1,0,0,2023-11-16 12:04:14
合格的炒作！只能说牺牲了自己。,-1,0,0,2023-11-16 12:03:07
王是懂明珠的，索额图自愧不如。,1,31,359,2023-11-16 12:02:16
他是想明白了，也做到了，所以，他可以拿到高薪，接受采访，甚至“出圈了”；而我，是想明白了，但是一直做不到，所以，我有啥资格评论人家呢。这个社会，就是适者生存，没必要翻旧账，说句客观的，他跟老罗的辩论输了， 但是他得到那么多流量和关注，他真的输了吗？回到这个问题，说点老板、领导爱听的话，怎么就成“瞠目结舌”了。工资条，我相信绝大多数人也不会去看，一个月工资1万，具体扣多少绩效多少具体几块几角也不重要，重要的是清楚月薪一万（只是举例）；格力是个大企业，董明珠是个优秀企业家，得到属下的尊重，有啥毛病，在职场面对领导，甚至在家庭面对长辈，有啥不能理解的。“我没有看过格力给我的工资条”“能不能给我一间离你比较近的办公室，我要随时向您汇报”“我哪怕每天什么事都不干，我就看她怎么开会，我听她每天讲什么、做什么，我都觉得是一件很幸福的事”“刚毕业的年轻人一定要学会心态归零”……诸如此类的发言，令人瞠目结舌。此外，我个人觉得王自如，还算是有能力，能够在香港上学，自己创业，至于这个热点之所以热，还是因为大众对于某些“隐秘”、“绯闻”之类故事的好奇心和八卦，一方面品牌得到观众，当事人得到流量，另外一堆自媒体、媒体流量蹭到不亦说乎，多方共赢，这就是所谓的“出圈”。看看下面这两个截图，网上到处都是这些东西，你说没有恶意，我都不信。,1,0,1,2023-11-16 12:02:10
看来我是知乎为数不多的没质疑过他的人了。作为一个文凭不高，在工厂质检起步的人来讲，他所经历的我是很理解的。质量管理，是一个庞大而纷杂的管理体系，而面对第三方评测，特别是公开。需要的专业程度是极高的。换句话说你如果真能在当时具备这样的专业度，你绝对不需要靠测评吃饭。当然从他的表现来看这些他并不知道，他很确定他能够胜任自己的这份工作，而且一直以来做的很好，这种情况也有很大一部分来自于别人的认可和吹捧，他就像皇帝新衣里的皇帝。然而，他对这些事自然是不清楚的，很多的数据参数来源都是有壁垒和茧房的。所以，老罗与他的辩论是降维打击的，因为老罗所拥有的资源与他根本不是一个量级，老罗很清楚他的短板，老罗就是要去做那个告诉他没穿衣服的小孩子，打醒他的。但我依然喜欢那个愿意相信并冲锋在前的单纯的他。,1,0,0,2023-11-16 12:02:07
这里不得不说万合天宜了。当年的口号——不用多久，我就会升职加薪，当上总经理，出任CEO，迎娶白富美，走上人生巅峰。实际上，不用多久，我就会996，ICU，被离职……江浙沪独生女代替了白富美，当上总经理变成了，成为王自如，离她更近……夕阳下奔跑的身影，是我逝去的青春。,1,0,11,2023-11-16 12:02:03
我认为问题的本质在于这个时代的教育带来的认知与实践之间的冲突，导致了这类问题。从宏观上说，我们被教育公平公正，人格独立，自由民主，守规则尊重纪律。但实践中，大多数行为的表现恰恰相反。社会充满了不公平不公正，大多数人格无法独立沦为附庸。自由是相对的，民主在多数场合被一言堂代替。规则和纪律没有被良好执行，裙带后门熟人是每个人优先的选择。因而，当王自如的表现这么符合实践，这么真实，和我们从小形成的价值观有了巨大冲突，让我们要否定他。事实上，我们的确应该否定他。但也要认清事实。建国不到百年，从封建社会走过来也才一个多世纪。哪怕在发达国家，人情世故也是社会运转的基础。思想家教育家在社会科学上给我们提供了民主，法治，平等的思想，但它像物理基础研究一样，需要社会通过漫长的实践过程来论证和实现。同时，国内真正接受良好教育人口没有想象中多。目前掌握社会权力和话语体系的人，有许多未真正接纳这些思想，连带着他们手下成长起来的人也是如此。这是自然而然的，是路径依赖的惯性。不是十年二十年可以改变的。但也不是四十年五十年不变的。只要社会还在发展而不是倒退…其次，人际关系本身就是社会发展的重要润滑剂。无论法治如何替代人治，法律永远和实践有着一道无法弥合的裂痕。也因此法律总是滞后的。而在法律没有涉足的领域，或者无法被执行的领域，人情世故至少还给了一条出路。第三，虽然人情世故潜规则等等是实践，有合理性。但重要的是对其进行批判与改良。而非默认甚至将其固定为规则。然而就像上文所述，路径依赖和法治发展等因素，决定了它的变化不会很快速（除了革命）。因此对于普通人，一定要注意在价值观上否定它，在实践中有所取舍的融入它，从而尽力改变这一社会现状。如果你不是普通人，你可以选择知行合一去改变社会，失败了你会失去很多，成功了你是令人尊敬的勇士，就像以前的革命者一样。你也可以选择思想上否定它，实践都融入，则无论如何你都没有资格再批判它了，只能在茶余饭后或者口头上当一个幻想的勇士。当然也可以思想行为都融入，当一个所谓的成熟社会人去妨碍社会进步。如果年轻人每个人都能否定一点，改变一点，岂不又是星星之火。实际上，这个过程自清朝灭亡后还从未停止过，只有快慢而已。只可惜，自己享受不到未来更公平规范的社会。但当初倒在社会发展道路上的国内外勇士们，又何尝不是如此。,1,0,3,2023-11-16 12:01:56
有能者，可招致麾下。桀骜不驯者，远之弃之灭之；卑躬屈膝者，赏肉汤并以嘴套拴之；犹豫不决者，色诱利诱之；未果，则毁之。,1,0,0,2023-11-16 12:01:50
