#张雪峰回应文科都是服务业#,Query time: 2023-12-24 13:41:06,likes
我曾赞扬过批评日本核污水排海，如今我批评他信口开河诋毁所有文科生。所以，我才是独立思考实事求是。这方面张老师应该向我学习。,2023-12-09 15:35,4
他说的没错啊人红是非多 ,2023-12-09 15:35,3
张雪峰的言论引发了广泛争议，他或许没有恶意，但用词不当确实伤害了一些人。服务业并不可耻，但我们不能忽视其他领域的重要性和贡献。言论需要谨慎，以免伤害他人感情。张雪峰的道歉是积极的，希望他可以更加关注言行的影响力，并对自己的言论负责。,2023-12-09 15:35,2
虽然但是感觉不管理科还是文科最后都是服务业，服务谁不是服务啊,2023-12-09 15:35,2
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。via:,2023-12-09 15:35,0
没毛病啊 ,2023-12-09 15:35,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:35,0
他好烦啊突然就觉得，做好你的一个辅导机构的老师很难吗，天天蹦跶 ,2023-12-09 15:35,3
哈哈哈哈哈哈哈哈哈哈，虽然但是，服务业又不是啥贬义词，服务于国家服务于社会服务于人民，挺好的。怕只怕，服务于美西方价值观，服务于美西方一元论，服务于美西方对我们的PUA。 ,2023-12-09 15:35,750
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:35,2
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:35,1200
这就是现实 ,2023-12-09 15:35,2
说得好，直接点了,2023-12-09 15:34,0
泪目了 ,2023-12-09 15:34,1
我觉得社会需要张雪峰，总要有人说实话，怎么滴以为步入社会还是大宝贝儿啊。张雪峰说话是不好听，但是忠言逆耳利于行啊，先有个思想建设，以后才有准备啊，大宝贝儿们，只有强大自己，才有更好的生活圈。加油，祝你们以后不从事服务业，都当大老板啊！  我觉得社会需要张雪峰，总要有人说实话，怎么滴以为步入社会还是大宝贝儿啊。张雪峰说话是不好听，但是忠言逆耳利于行啊，先有个思想建设，以后才有准备啊，大宝贝儿们，只有强大自己，才有更好的生活圈。加油，祝你们以后不从事服务业，都当大老板啊！,2023-12-09 15:34,92
也没说错吧，虽然本文科生有被伤到，为人民服务不也是服务 ,2023-12-09 15:34,0
说的也没啥问题啊。出现的这种现象不该怪上层吗？张雪峰只是揭露了事实而已 ,2023-12-09 15:34,2
懂的都懂不用解释 ,2023-12-09 15:34,0
现在社会谁不用服务啊？服务领导，服务老板，服务顾客，哪怕不是文科生，也是一样的要服务啊，我觉得服务不是一个贬义词，只能说明你爱岗敬业，并不能称之为“舔” ,2023-12-09 15:34,11
看完说的话觉得无语，一看道歉方式有点意思哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这个方式蛮好笑的哈哈哈哈哈哈哈哈哈哈哈 ,2023-12-09 15:34,2
又没说错 ,2023-12-09 15:34,0
闭嘴 我破防了 ,2023-12-09 15:34,0
文科生觉得这话并没有错,2023-12-09 15:34,0
谁又真正的没做过服务业呢？更多的时候都是有时做甲方有时做乙方 ,2023-12-09 15:34,1
难道理科不是服务业？反正别人夸我都是你们医院服务态度真好,2023-12-09 15:34,0
没有错，是另一方一种说法罢了，给家长说的一种直白的说法而己，没毛病？ ,2023-12-09 15:33,0
大实话有的人就是不爱听。,2023-12-09 15:33,1
话糙理不糙,2023-12-09 15:33,0
有些人就是脆弱，觉得自己受了高等教育就了不得了，其实将来参加工作了美其名曰上班，但是不就是打工吗？？不要以为农民工才叫打工，所有给别人干活的都一样，你有什么了不起的？？ ,2023-12-09 15:33,0
话糙理不糙 ,2023-12-09 15:33,1
法律人现身说法，都是实话。文科真就是销售，销售服务，销售自己，销售知识巴拉巴拉 ,2023-12-09 15:33,1
说的也没错，文科又造不出来新的物质，而且大部分职业的尽头是销售 ,2023-12-09 15:33,0
怎么说呢，本文科生觉得他没有说错，等你们选专业的时候就知道了,2023-12-09 15:33,2
学文学理都一样，反正出来都是给有钱人打工,2023-12-09 15:33,0
看看，吃个瓜,2023-12-09 15:33,2
不都是吹彩虹屁么。没毛病哈哈哈哈 ,2023-12-09 15:33,0
谁说的工科生都是牛马，我破防了 ,2023-12-09 15:33,0
没毛病，实话。 ,2023-12-09 15:33,0
文科都是服务业的这个话，再说的终极一些，文科都是当领导的。大家看那种什么行政管理，市场管理等等的。绝大部分，都是文科专业。也就是说。文科专业是诞生领导岗位最多的专业。但。要想当领导，先要学会怎么当小兵兵。想要别人伺候你，得先学会自己伺候别人，如 文科都是服务业的这个话，再说的终极一些，文科都是当领导的。大家看那种什么行政管理，市场管理等等的。绝大部分，都是文科专业。也就是说。文科专业是诞生领导岗位最多的专业。但。要想当领导，先要学会怎么当小兵兵。想要别人伺候你，得先学会自己伺候别人，如果说，你没有学会怎么伺候别人，就已经能被别人伺候，那么你背后，一定是有人在替你伺候别人，所以你才不用伺候别人直接当领导。说文科是服务业，那是大部分人，都卡在了，伺候人的这个阶段，过不去心里面的坎，伺候的不爽，心里面不愿意。如果能熬过这个，伺候人的心理障碍，破了这点，就像张雪峰一样，你看他伺候人的时候，一点心理负担都没有。,2023-12-09 15:33,19
服务业怎么了除了富二代谁工作不是在做牛做马zxf你以为你自己不是吗,2023-12-09 15:32,1
不过好像确实是这个道理，倒也没说错 ,2023-12-09 15:32,3
【小调查】你喜欢文科还是理科？,2023-12-09 15:32,1235
我的人生十宗罪第一名：大学从工科专业转学文科专业 ,2023-12-09 15:32,0
实话，文科真的很难找工作,2023-12-09 15:32,0
好好好 跟我没啥关系 ,2023-12-09 15:32,9
博物馆划分在服务业大类，也是为人类的文明传递而服务，所以服务业难道是低端的代名词吗？ ,2023-12-09 15:32,3
话很难听，但是事实也确实是这样的,2023-12-09 15:32,0
唉，其实也没说错,2023-12-09 15:32,1
其实说的也没错 现在什么工作都是服务人 ,2023-12-09 15:32,2
话难听，但我觉得事实好像也差不多，文科生大部分好像没有几个出人头地的，而且大部分找工作真的很难 ,2023-12-09 15:32,0
谢邀，老子就喜欢服务业。 ,2023-12-09 15:32,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。（梨视频）,2023-12-09 15:31,78
是不是可以说人生在世干的都是服务业？只是服务的对象不同而已，不是吗？突然间真的想不出哪些行业不属于服务业了，好像只有婴幼儿时期是人生当中唯一的只需要享受服务的时间段。 ,2023-12-09 15:31,0
,2023-12-09 15:31,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:31,0
你学的是文科还是理科？,2023-12-09 15:31,32
真实的话 往往比较刺耳 职场没有那么高大上 大家都需要清醒一点 ,2023-12-09 15:31,0
文科＋设计生是个怎么回事，做牛做马,2023-12-09 15:31,3
没有说错啊，现实不就是这样嘛？要是你有人，就是别人服务你，没有人你就老老实实当服务员吧，一起一起趟趟趟。 ,2023-12-09 15:31,2
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:31,30
哪个行业不是呢，毛爷爷都说过，为人民服务！ ,2023-12-09 15:31,0
衮 ,2023-12-09 15:31,0
这？服务业怎么了？ ,2023-12-09 15:30,3
吃有人的地方🍉 ,2023-12-09 15:30,0
不懂就问，服务业有啥不好吗，北京现在还能去哪种地打螺丝啊？大城市大部分人不都是干服务业的吗,2023-12-09 15:30,50
作为一个老师，不止一次（我刚在抖音搜到的就有两条）在公开场合和男生说“你老婆还在上幼儿园呢”，这他妈很不体面。大家都是人，私德差不是问题，问题是你不顾身份，公然拿此事反复玩梗，这是非常糟糕且操蛋的。 罗翔董宇辉罗永浩都懂，他不懂？！,2023-12-09 15:30,58
闭嘴吧还是。。。我脆弱 ,2023-12-09 15:30,7
和文理没关系……大学生走入社会，总得学会左右逢源的……哪怕你搞科研……而且很多工种最后和服务业都息息相关,2023-12-09 15:30,17
其实这话说的没错…… 文理不分科 大家不管哪科都是服务业,2023-12-09 15:30,3
什么职业不是服务业啊(´･_･`)方式不一样罢了•ᴗ•💧 ,2023-12-09 15:30,2
称文科都是服务业，总结起来就是“舔”，张雪峰发文回应争议：可是我没觉得这有什么所谓的不好啊,2023-12-09 15:30,0
我觉得不管什么工作 不是和人打交道就是服务人 ,2023-12-09 15:30,0
没事儿，我哭会儿…一个字总结了我的状态… ,2023-12-09 15:29,0
难道不是吗,2023-12-09 15:29,0
第三产业。 ,2023-12-09 15:29,0
张雪峰称文科都是服务业，并总结为“舔”的说法，本质上并没有错，只是舔这个字用在这个语境里不太恰当，有点损。虽然他可能是想表达文科专业也需要具备一些服务性质，但是用“舔”这样的字眼来形容，难免让人产生负面联想和误解。对于文科专业的价值和作用，我们应该从更广泛的角度去看待。文科涵盖 张雪峰称文科都是服务业，并总结为“舔”的说法，本质上并没有错，只是舔这个字用在这个语境里不太恰当，有点损。虽然他可能是想表达文科专业也需要具备一些服务性质，但是用“舔”这样的字眼来形容，难免让人产生负面联想和误解。对于文科专业的价值和作用，我们应该从更广泛的角度去看待。文科涵盖了许多领域，如语言、文学、历史、哲学、政治学等等，这些专业对于人类文明的传承和发展有着不可替代的作用。同时，文科专业也在社会和经济发展中扮演着重要的角色，为人们提供了更多的思考和探索空间。人类文明发展到现在，学科的交叉和职业的互联互通已经很普遍了，许多职业已经不好简单地进行划分了，都是你中有我，我中有你，工作当中，你这段时间是甲方，过段时间又有可能成为乙方，或许，我们不能把某些学科简单地定义为服务业或者非服务业。我们应该尊重每个人的职业选择和兴趣爱好，不要将某些职业简单地归为低人一等的类别。同时，我们也应该理性看待不同的观点和言论，不要过于情绪化和负面化地解读和恶意攻击。（消息来源：梨视频）,2023-12-09 15:29,58
总有人嫌弃你不够好总有人觉得你哪里都好错的人教你成长对的人教你长大,2023-12-09 15:29,11
我们都懂张老师道歉的，大丈夫能屈能伸，道歉就道歉… ,2023-12-09 15:29,1
应该说所有科都是服务业 ,2023-12-09 15:29,1
理科也得当服务员,2023-12-09 15:29,0
其实出卖劳力和智力的都属于服务啊，是这么理解吧？服务价值有高低 ,2023-12-09 15:29,0
没错，我现在就是服务业，服务到崩溃🙃 ,2023-12-09 15:29,0
新加坡金管局发布新闻稿，宣布将通过新的数字金融和资本市场举措扩大与中国的金融合作。举措包括中国和新加坡之间的跨境数字人民币试点，允许两国游客使用数字人民币进行旅游消费，推出新加坡-上海ETF产品通。新加坡交易所与广州期货交易所签署了谅解备忘录。,2023-12-09 15:29,0
谁出来工作不是给甲方服务服的，也不是所有人天生就擅长理工好吧 ,2023-12-09 15:29,0
【2023江都房地产展示交易会正式开幕——近万人次观展 同城热搜榜首】12月8日上午9时38分，岁末楼市大戏正式上演。记者在现场看到，一个个美观大气的展位依次排开，各大房企销售人员全员到位、整装待发，大量看房人陆续进场观展，展区进入人头攒动的“盛况”。本次房展会不仅有13 【2023江都房地产展示交易会正式开幕——近万人次观展 同城热搜榜首】12月8日上午9时38分，岁末楼市大戏正式上演。记者在现场看到，一个个美观大气的展位依次排开，各大房企销售人员全员到位、整装待发，大量看房人陆续进场观展，展区进入人头攒动的“盛况”。本次房展会不仅有13家房企携旗下的16个精品楼盘同台竞技，也吸引了江都区房产中介机构携347套二手房源参展。据悉，12月8日清晨，江都房展会还未正式开幕，微博话题“2023江都房交会”关注度就开始飙升，热度一度高达7018，直接冲上同城热搜榜第一名。房展会正式开幕后，该话题又接二连三登上榜首，截至发稿时，话题阅读量高达140万，4次登上榜单第一名。据了解，为扩大本届房展会的影响力和知晓度，扬州报业传媒集团充分发挥全媒体矩阵聚合力，全方位、立体式对活动开展报道，不断提升房展会的影响力。除了图文、视频报道，扬州报业传媒集团还通过扬州发布APP、扬州晚报视频号、抖音号等平台，对展会进行全程直播报道。此外，主办方邀请全国多名网络大咖前来助力，共同扩大本次房展会的影响力。,2023-12-09 15:28,0
谁说张雪峰不是顶流,2023-12-09 15:28,0
啥科不是服务业 理科也一样吧 努力让自己变成甲方,2023-12-09 15:28,0
不管文理好多不都在给别人服务吗，这不是实话么…天天面对甲方…有工作就挺好了。 ,2023-12-09 15:28,2
文科生都知道这话说的没错 ,2023-12-09 15:28,1
这也不论文理大家都不是嘛,2023-12-09 15:28,0
也没说错啦，乙方的另一种说法罢了 ,2023-12-09 15:28,0
没毛病但是给人整破房了 ,2023-12-09 15:28,0
好好好文科生哭了,2023-12-09 15:28,3
怎么说呢，这确实是实话，难听了点罢了 ,2023-12-09 15:28,5
没错啊，张老师从来说话都是话糙理不糙，理科生也是服务业，只不过服务对象不一样，舔的机会少,2023-12-09 15:28,2
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:28,1
【？】近日，在一场直播连麦中，有家长表示孩子数学能考140分，但却不想学理科。张雪峰回复称“所有的文科专业都叫服务业”“总结成一个字儿，就是‘舔’”，引发热议。对于张雪峰的言论你怎么看？【？】近日，在一场直播连麦中，有家长表示孩子数学能考140分，但却不想学理科。张雪峰回复称“所有的文科专业都叫服务业”“总结成一个字儿，就是‘舔’”，引发热议。对于张雪峰的言论你怎么看？,2023-12-09 15:28,81145
本来就是啊… ,2023-12-09 15:28,1
老师的求生欲太强了 ,2023-12-09 15:27,0
所以说，他说的有什么毛病吗，又触碰到了哪颗脆弱的心呀 ,2023-12-09 15:27,0
别老是把大实话说出来,2023-12-09 15:27,0
突然想起某平台这位哲学专业的博主，简直是这个热搜最生动的案例，从齐泽克到家政工，文科生只需要三个月。谁知道赛博空间批判到“空调要定期清洗”这有多好笑。用评论区的话说就是——“大哥，你主页太魔幻了，前半部分还是文献呢，真的看得我汗流浃背了...........”突然想起某平台这位哲学专业的博主，简直是这个热搜最生动的案例，从齐泽克到家政工，文科生只需要三个月。谁知道赛博空间批判到“空调要定期清洗”这有多好笑。用评论区的话说就是——“大哥，你主页太魔幻了，前半部分还是文献呢，真的看得我汗流浃背了...........”,2023-12-09 15:27,9
实话而已，没讲错，不分文理，大家都是服务业 ,2023-12-09 15:27,3
我就是学文科的，要不是理科学不会我也不会学文,2023-12-09 15:27,2
这有啥难听的 为什么要道歉 就是这样啊 ,2023-12-09 15:27,0
也没说错啦，乙方的另一种说法罢了 ,2023-12-09 15:27,1
是的 你说的对 但是理工科本质也是。 这个世界的尽头是销售 ,2023-12-09 15:27,0
服务业没什么，舔这个词有点…难听… ,2023-12-09 15:27,0
张雪峰这话等于没说，不仅是文科任何专业都是服务行业。不管是理科还是医学，不管是师范还是考古学，哪一个不是服务行业？编程员也是给老板服务的，不舔能生存吗？还有个别人听了是服务业以后破防，很可能是没有意识到社会的现实。,2023-12-09 15:27,34
实话都不咋好听，但，最可怜的不是话不好听，而是他没说错…… ,2023-12-09 15:26,0
本来就是啊这还有什么疑问吗？？ ,2023-12-09 15:26,0
不是，咋就成了伺候人的了？不明白不理解 ,2023-12-09 15:26,0
没错啊~不用道歉~政府部门的口号也是全心全意为人民服务~只要工作就是服务业~都得认真为甲方做好服务工作,2023-12-09 15:26,0
说了实话而已，文科毕业后专业领域大都在第三产业，也就是服务业，跟第二产业的关系也就是你去第二产业中做与生产相关的服务类工作，包括考公考编也是一样，但是，网上媒体发的视频不是剪辑的吗？人家提出观点的前后铺垫，用以证明和解释观点的相关内容，掐了不播？说明啥？ 说了实话而已，文科毕业后专业领域大都在第三产业，也就是服务业，跟第二产业的关系也就是你去第二产业中做与生产相关的服务类工作，包括考公考编也是一样，但是，网上媒体发的视频不是剪辑的吗？人家提出观点的前后铺垫，用以证明和解释观点的相关内容，掐了不播？说明啥？说明即使在文科里，新传这个专业也是最特么垃圾的一个专业，不仅价值观差，而且道德素养低。,2023-12-09 15:26,210
仔细想想还真的是这样现在服务业的范围很广，感觉与人打交道的都算服务业,2023-12-09 15:26,3
其实，所有的专业都是服务业，因为，为人民服务是宗旨。专业为客户服务好，就能实现其经济价值。 ,2023-12-09 15:26,1
好像现在都不怎么提为人民服务了。都希望被服务 ,2023-12-09 15:26,0
文科都是服务业那理科我觉得也差不多 ,2023-12-09 15:26,0
本来就是,2023-12-09 15:26,0
【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:26,2
世界上大部分跟zb挂钩的工作的性质不都是销售吗，你说你要是光会发明，没有一个销售能力替你发现并且销售出去你能赚钱？大公司不就是一个销售体吗，董事长不就是当初最会销售的人吗，企业做大了之后不过是把销售起了几个不同的名字罢了，我觉得服务行业没什么不好的，不也是 世界上大部分跟zb挂钩的工作的性质不都是销售吗，你说你要是光会发明，没有一个销售能力替你发现并且销售出去你能赚钱？大公司不就是一个销售体吗，董事长不就是当初最会销售的人吗，企业做大了之后不过是把销售起了几个不同的名字罢了，我觉得服务行业没什么不好的，不也是销售吗,2023-12-09 15:26,0
又瞎说大实话，理科哪怕是个专科都比文科本科生发展好，值钱 ,2023-12-09 15:26,0
不要说实话，很多人就喜欢假大空的官场客套话。 ,2023-12-09 15:26,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 15:25,0
网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。那理科是什么呢？总结起来又是什么呢？ ,2023-12-09 15:25,2
理科也一样吧不管什么工作 不是和人打交道 服务人 ,2023-12-09 15:25,0
大实话错哪了 ,2023-12-09 15:25,0
话糙理不糙，反正我学文科在服务业,2023-12-09 15:25,0
啊  哪个工作不算服务业  再厉害的甲方  也会有他的甲方爸爸要伺候啊,2023-12-09 15:25,0
有点真实了理科也学不会呀,2023-12-09 15:25,0
只能说实话大多数都是不好听的 ,2023-12-09 15:25,0
啥工作不是服务,2023-12-09 15:25,0
说对一半吧，言论太决绝了。有背景阶层不一样不学习一样有权有钱又……,2023-12-09 15:25,1
没毛病 支持张老师,2023-12-09 15:25,0
【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 17:00,0
好的，文科是服务员,2023-12-09 16:59,0
错了就道歉，张雪峰老师越来越灵活了！,2023-12-09 16:59,1
他打破了信息差，给的建议都很实用。普通家庭的孩子多听听，避免走人生最大的弯路。那已经毕业的普通人呢，只能力争在自己的行业越做越好。没有大的收获也有小的收获。俗话不也说了嘛，365行，行行出状元。加油呀，每个认真生活的普通人。 ,2023-12-09 16:59,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】#,2023-12-09 16:59,2
没事的，都是为了生活,2023-12-09 16:59,1
又不是当老板那肯定是服务业了呗都是打工人 你咋还嫌不好听！ ,2023-12-09 16:58,2
除非自己当老板不然在哪都是服务,2023-12-09 16:58,1
我是文科生，我表示他说的没错。 ,2023-12-09 16:58,0
服务业是第三产业啊，现在除了农业工业不都是三产服务业吗，不是说文科都是服务业，事实上除了从事工业行业的部分理科生所有人都算是服务业吧。 ,2023-12-09 16:58,0
都要打工，谁比谁高贵？ ,2023-12-09 16:58,1
只是抓住大部分家长的望子成龙心理，各个击破心理防线，要是以后没有按他说的那样发展，家长又会是怎样的心态 ,2023-12-09 16:57,0
怎么说呢，有点话糙理不糙吧。,2023-12-09 16:57,1
有些理工科工作内容也是服务业，生物一部分也是服务业没啥不好，有的时候确实要“舔”，服务好客户呗，谁叫客户第一。靠自己能力努力生活，又不违法犯罪，国家也大力提倡发展。为啥怕人家说属于服务业，还不是固有“不良”心态作祟,2023-12-09 16:57,0
我挺喜欢的张雪峰，话不好听但是特别通俗易懂。 ,2023-12-09 16:57,0
